Date,japan_2yr_yield,us_2yr_yield
2011-01-11,0.175,0.589
2011-01-12,0.18,0.605
2011-01-13,0.185,0.581
2011-01-14,0.19,0.573
2011-01-17,0.2,
2011-01-18,0.2,0.589
2011-01-19,0.201,0.572
2011-01-20,0.191,0.629
2011-01-21,0.19,0.613
2011-01-24,0.2,0.629
2011-01-25,0.205,0.58
2011-01-26,0.203,0.629
2011-01-27,0.2,0.582
2011-01-28,0.205,0.542
2011-01-31,0.205,0.566
2011-02-01,0.206,0.605
2011-02-02,0.205,0.661
2011-02-03,0.21,0.708
2011-02-04,0.215,0.748
2011-02-07,0.225,0.765
2011-02-08,0.23,0.853
2011-02-09,0.245,0.797
2011-02-10,0.245,0.837
2011-02-11,,0.838
2011-02-14,0.241,0.847
2011-02-15,0.24,0.823
2011-02-16,0.254,0.831
2011-02-17,0.245,0.766
2011-02-18,0.236,0.751
2011-02-21,0.24,
2011-02-22,0.23,0.694
2011-02-23,0.23,0.747
2011-02-24,0.234,0.739
2011-02-25,0.251,0.716
2011-02-28,0.25,0.684
2011-03-01,0.251,0.645
2011-03-02,0.241,0.692
2011-03-03,0.241,0.764
2011-03-04,0.241,0.685
2011-03-07,0.232,0.701
2011-03-08,0.23,0.725
2011-03-09,0.235,0.693
2011-03-10,0.232,0.637
2011-03-11,0.223,0.645
2011-03-14,0.187,0.597
2011-03-15,0.225,0.605
2011-03-16,0.236,0.549
2011-03-17,0.232,0.589
2011-03-18,0.22,0.589
2011-03-21,,0.637
2011-03-22,0.22,0.653
2011-03-23,0.221,0.662
2011-03-24,0.211,0.694
2011-03-25,0.206,0.736
2011-03-28,0.205,0.752
2011-03-29,0.205,0.817
2011-03-30,0.201,0.786
2011-03-31,0.21,0.825
2011-04-01,0.217,0.802
2011-04-04,0.215,0.762
2011-04-05,0.215,0.818
2011-04-06,0.215,0.834
2011-04-07,0.211,0.786
2011-04-08,0.21,0.81
2011-04-11,0.21,0.826
2011-04-12,0.206,0.746
2011-04-13,0.206,0.73
2011-04-14,0.21,0.77
2011-04-15,0.21,0.697
2011-04-18,0.209,0.665
2011-04-19,0.205,0.649
2011-04-20,0.205,0.665
2011-04-21,0.205,0.664
2011-04-22,0.206,
2011-04-25,0.214,0.64
2011-04-26,0.205,0.607
2011-04-27,0.21,0.645
2011-04-28,0.203,0.621
2011-04-29,,0.605
2011-05-02,0.201,0.605
2011-05-03,,0.605
2011-05-04,,0.589
2011-05-05,,0.575
2011-05-06,0.19,0.551
2011-05-09,0.194,0.547
2011-05-10,0.195,0.587
2011-05-11,0.192,0.547
2011-05-12,0.186,0.553
2011-05-13,0.185,0.535
2011-05-16,0.185,0.522
2011-05-17,0.185,0.522
2011-05-18,0.185,0.554
2011-05-19,0.172,0.526
2011-05-20,0.172,0.513
2011-05-23,0.185,0.525
2011-05-24,0.17,0.505
2011-05-25,0.172,0.537
2011-05-26,0.175,0.486
2011-05-27,0.172,0.478
2011-05-30,0.17,
2011-05-31,0.184,0.47
2011-06-01,0.18,0.435
2011-06-02,0.16,0.459
2011-06-03,0.155,0.427
2011-06-06,0.168,0.423
2011-06-07,0.162,0.407
2011-06-08,0.168,0.383
2011-06-09,0.165,0.418
2011-06-10,0.16,0.4
2011-06-13,0.157,0.394
2011-06-14,0.165,0.442
2011-06-15,0.172,0.378
2011-06-16,0.175,0.381
2011-06-17,0.168,0.377
2011-06-20,0.165,0.373
2011-06-21,0.157,0.369
2011-06-22,0.15,0.372
2011-06-23,0.15,0.344
2011-06-24,0.155,0.331
2011-06-27,0.155,0.396
2011-06-28,0.16,0.475
2011-06-29,0.165,0.463
2011-06-30,0.17,0.46
2011-07-01,0.16,0.475
2011-07-04,0.161,
2011-07-05,0.163,0.428
2011-07-06,0.162,0.425
2011-07-07,0.16,0.47
2011-07-08,0.162,0.393
2011-07-11,0.15,0.357
2011-07-12,0.152,0.353
2011-07-13,0.155,0.353
2011-07-14,0.149,0.369
2011-07-15,0.146,0.355
2011-07-18,,0.365
2011-07-19,0.145,0.373
2011-07-20,0.151,0.381
2011-07-21,0.155,0.401
2011-07-22,0.155,0.389
2011-07-25,0.155,0.41
2011-07-26,0.159,0.389
2011-07-27,0.158,0.444
2011-07-28,0.15,0.42
2011-07-29,0.15,0.357
2011-08-01,0.155,0.369
2011-08-02,0.15,0.318
2011-08-03,0.145,0.336
2011-08-04,0.143,0.257
2011-08-05,0.137,0.29
2011-08-08,0.135,0.262
2011-08-09,0.139,0.194
2011-08-10,0.135,0.182
2011-08-11,0.139,0.186
2011-08-12,0.145,0.189
2011-08-15,0.145,0.193
2011-08-16,0.145,0.185
2011-08-17,0.146,0.192
2011-08-18,0.14,0.192
2011-08-19,0.136,0.191
2011-08-22,0.129,0.203
2011-08-23,0.13,0.219
2011-08-24,0.124,0.229
2011-08-25,0.132,0.209
2011-08-26,0.127,0.19
2011-08-29,0.126,0.205
2011-08-30,0.134,0.197
2011-08-31,0.135,0.201
2011-09-01,0.144,0.182
2011-09-02,0.14,0.199
2011-09-05,0.138,
2011-09-06,0.136,0.198
2011-09-07,0.14,0.202
2011-09-08,0.137,0.19
2011-09-09,0.135,0.171
2011-09-12,0.136,0.207
2011-09-13,0.139,0.203
2011-09-14,0.131,0.187
2011-09-15,0.132,0.191
2011-09-16,0.135,0.167
2011-09-19,,0.155
2011-09-20,0.133,0.163
2011-09-21,0.127,0.196
2011-09-22,0.129,0.2
2011-09-23,,0.219
2011-09-26,0.124,0.229
2011-09-27,0.121,0.237
2011-09-28,0.119,0.248
2011-09-29,0.14,0.26
2011-09-30,0.142,0.245
2011-10-03,0.139,0.233
2011-10-04,0.137,0.253
2011-10-05,0.135,0.257
2011-10-06,0.14,0.265
2011-10-07,0.138,0.291
2011-10-11,0.135,0.302
2011-10-12,0.135,0.287
2011-10-13,0.137,0.279
2011-10-14,0.138,0.267
2011-10-17,0.14,0.268
2011-10-18,0.146,0.268
2011-10-19,0.14,0.268
2011-10-20,0.143,0.264
2011-10-21,0.145,0.269
2011-10-24,0.148,0.281
2011-10-25,0.146,0.245
2011-10-26,0.141,0.287
2011-10-27,0.138,0.311
2011-10-28,0.138,0.291
2011-10-31,0.147,0.24
2011-11-01,0.14,0.239
2011-11-02,0.137,0.228
2011-11-03,,0.24
2011-11-04,0.138,0.22
2011-11-07,0.132,0.236
2011-11-08,0.127,0.24
2011-11-09,0.128,0.228
2011-11-10,0.125,0.232
2011-11-11,0.126,
2011-11-14,0.128,0.232
2011-11-15,0.121,0.24
2011-11-16,0.122,0.244
2011-11-17,0.119,0.264
2011-11-18,0.115,0.28
2011-11-21,0.119,0.264
2011-11-22,0.124,0.26
2011-11-23,,0.264
2011-11-24,0.129,
2011-11-25,0.138,0.275
2011-11-28,0.139,0.256
2011-11-29,0.138,0.256
2011-11-30,0.136,0.256
2011-12-01,0.137,0.256
2011-12-02,0.132,0.252
2011-12-05,0.131,0.26
2011-12-06,0.127,0.256
2011-12-07,0.131,0.236
2011-12-08,0.129,0.22
2011-12-09,0.13,0.225
2011-12-12,0.134,0.224
2011-12-13,0.128,0.232
2011-12-14,0.128,0.24
2011-12-15,0.122,0.24
2011-12-16,0.13,0.224
2011-12-19,0.126,0.236
2011-12-20,0.128,0.257
2011-12-21,0.131,0.273
2011-12-22,0.128,0.277
2011-12-23,,0.284
2011-12-26,0.124,
2011-12-27,0.125,0.292
2011-12-28,0.13,0.269
2011-12-29,0.133,0.269
2011-12-30,0.131,0.241
2012-01-03,,0.257
2012-01-04,0.131,0.261
2012-01-05,0.125,0.261
2012-01-06,0.129,0.258
2012-01-09,,0.246
2012-01-10,0.126,0.242
2012-01-11,0.127,0.231
2012-01-12,0.127,0.231
2012-01-13,0.127,0.223
2012-01-16,0.128,
2012-01-17,0.129,0.219
2012-01-18,0.127,0.228
2012-01-19,0.126,0.236
2012-01-20,0.126,0.242
2012-01-23,0.127,0.236
2012-01-24,0.129,0.237
2012-01-25,0.127,0.225
2012-01-26,0.128,0.213
2012-01-27,0.125,0.213
2012-01-30,0.127,0.213
2012-01-31,0.123,0.217
2012-02-01,0.12,0.224
2012-02-02,0.126,0.224
2012-02-03,0.13,0.232
2012-02-06,0.128,0.232
2012-02-07,0.125,0.248
2012-02-08,0.127,0.256
2012-02-09,0.124,0.264
2012-02-10,0.119,0.276
2012-02-13,0.124,0.288
2012-02-14,0.119,0.284
2012-02-15,0.109,0.264
2012-02-16,0.103,0.292
2012-02-17,0.104,0.292
2012-02-20,0.101,
2012-02-21,0.102,0.301
2012-02-22,0.105,0.299
2012-02-23,0.106,0.303
2012-02-24,0.107,0.307
2012-02-27,0.105,0.287
2012-02-28,0.107,0.291
2012-02-29,0.107,0.295
2012-03-01,0.111,0.291
2012-03-02,0.109,0.276
2012-03-05,0.109,0.295
2012-03-06,0.109,0.28
2012-03-07,0.11,0.304
2012-03-08,0.11,0.308
2012-03-09,0.11,0.32
2012-03-12,0.11,0.324
2012-03-13,0.105,0.348
2012-03-14,0.105,0.388
2012-03-15,0.114,0.364
2012-03-16,0.111,0.361
2012-03-19,0.108,0.381
2012-03-20,,0.393
2012-03-21,0.108,0.369
2012-03-22,0.112,0.365
2012-03-23,0.109,0.354
2012-03-26,0.11,0.346
2012-03-27,0.112,0.321
2012-03-28,0.108,0.342
2012-03-29,0.112,0.339
2012-03-30,0.113,0.331
2012-04-02,0.117,0.326
2012-04-03,0.119,0.37
2012-04-04,0.113,0.343
2012-04-05,0.117,0.339
2012-04-06,0.113,
2012-04-09,0.107,0.316
2012-04-10,0.106,0.288
2012-04-11,0.105,0.292
2012-04-12,0.105,0.288
2012-04-13,0.107,0.268
2012-04-16,0.109,0.27
2012-04-17,0.105,0.272
2012-04-18,0.108,0.268
2012-04-19,0.105,0.268
2012-04-20,0.106,0.267
2012-04-23,0.106,0.26
2012-04-24,0.109,0.268
2012-04-25,0.107,0.268
2012-04-26,0.108,0.26
2012-04-27,0.106,0.26
2012-04-30,,0.259
2012-05-01,0.11,0.268
2012-05-02,0.108,0.264
2012-05-03,,0.26
2012-05-04,,0.256
2012-05-07,0.105,0.256
2012-05-08,0.107,0.256
2012-05-09,0.105,0.256
2012-05-10,0.107,0.26
2012-05-11,0.1,0.26
2012-05-14,0.103,0.264
2012-05-15,0.103,0.276
2012-05-16,0.1,0.288
2012-05-17,0.105,0.296
2012-05-18,0.095,0.295
2012-05-21,0.098,0.288
2012-05-22,0.098,0.292
2012-05-23,0.098,0.291
2012-05-24,0.097,0.299
2012-05-25,0.1,0.287
2012-05-28,0.098,
2012-05-29,0.095,0.291
2012-05-30,0.098,0.268
2012-05-31,0.101,0.264
2012-06-01,0.102,0.248
2012-06-04,0.105,0.252
2012-06-05,0.097,0.252
2012-06-06,0.097,0.264
2012-06-07,0.097,0.268
2012-06-08,0.097,0.268
2012-06-11,0.098,0.268
2012-06-12,0.097,0.292
2012-06-13,0.097,0.292
2012-06-14,0.098,0.296
2012-06-15,0.097,0.272
2012-06-18,0.098,0.284
2012-06-19,0.097,0.292
2012-06-20,0.098,0.313
2012-06-21,0.097,0.301
2012-06-22,0.098,0.305
2012-06-25,0.097,0.297
2012-06-26,0.098,0.309
2012-06-27,0.097,0.311
2012-06-28,0.106,0.303
2012-06-29,0.109,0.303
2012-07-02,0.092,0.295
2012-07-03,0.093,0.303
2012-07-04,0.103,
2012-07-05,0.092,0.288
2012-07-06,0.096,0.272
2012-07-09,0.094,0.264
2012-07-10,0.097,0.268
2012-07-11,0.092,0.264
2012-07-12,0.089,0.256
2012-07-13,0.1,0.24
2012-07-16,,0.228
2012-07-17,0.097,0.24
2012-07-18,0.095,0.224
2012-07-19,0.097,0.216
2012-07-20,0.095,0.204
2012-07-23,0.095,0.212
2012-07-24,0.093,0.216
2012-07-25,0.097,0.217
2012-07-26,0.093,0.231
2012-07-27,0.097,0.241
2012-07-30,0.1,0.225
2012-07-31,0.098,0.213
2012-08-01,0.09,0.229
2012-08-02,0.093,0.225
2012-08-03,0.088,0.24
2012-08-06,0.089,0.242
2012-08-07,0.095,0.266
2012-08-08,0.083,0.274
2012-08-09,0.09,0.274
2012-08-10,0.088,0.263
2012-08-13,0.083,0.267
2012-08-14,0.097,0.277
2012-08-15,0.095,0.287
2012-08-16,0.093,0.294
2012-08-17,0.085,0.288
2012-08-20,0.1,0.284
2012-08-21,0.098,0.289
2012-08-22,0.093,0.261
2012-08-23,0.087,0.261
2012-08-24,0.095,0.269
2012-08-27,0.087,0.266
2012-08-28,0.098,0.266
2012-08-29,0.093,0.272
2012-08-30,0.098,0.256
2012-08-31,0.09,0.222
2012-09-03,0.077,
2012-09-04,0.101,0.232
2012-09-05,0.084,0.236
2012-09-06,0.101,0.26
2012-09-07,0.109,0.252
2012-09-10,0.087,0.248
2012-09-11,0.098,0.248
2012-09-12,0.1,0.244
2012-09-13,0.095,0.236
2012-09-14,0.093,0.252
2012-09-17,,0.256
2012-09-18,0.091,0.256
2012-09-19,0.091,0.26
2012-09-20,0.091,0.26
2012-09-21,0.091,0.26
2012-09-24,0.091,0.26
2012-09-25,0.091,0.264
2012-09-26,0.091,0.26
2012-09-27,0.091,0.252
2012-09-28,0.093,0.232
2012-10-01,0.097,0.236
2012-10-02,0.097,0.236
2012-10-03,0.097,0.232
2012-10-04,0.097,0.244
2012-10-05,0.097,0.26
2012-10-09,0.097,0.26
2012-10-10,0.097,0.262
2012-10-11,0.097,0.264
2012-10-12,0.097,0.262
2012-10-15,0.097,0.26
2012-10-16,0.097,0.268
2012-10-17,0.097,0.296
2012-10-18,0.102,0.3
2012-10-19,0.102,0.296
2012-10-22,0.097,0.309
2012-10-23,0.097,0.289
2012-10-24,0.097,0.291
2012-10-25,0.097,0.313
2012-10-26,0.097,0.299
2012-10-29,0.093,0.291
2012-10-30,0.093,0.291
2012-10-31,0.095,0.283
2012-11-01,0.098,0.283
2012-11-02,0.098,0.284
2012-11-05,0.095,0.276
2012-11-06,0.09,0.303
2012-11-07,0.095,0.272
2012-11-08,0.093,0.26
2012-11-09,0.095,0.26
2012-11-12,0.095,
2012-11-13,0.098,0.252
2012-11-14,0.098,0.248
2012-11-15,0.093,0.244
2012-11-16,0.093,0.24
2012-11-19,0.098,0.244
2012-11-20,0.09,0.256
2012-11-21,0.093,0.272
2012-11-22,0.093,
2012-11-23,,0.272
2012-11-26,0.098,0.268
2012-11-27,0.093,0.262
2012-11-28,0.09,0.264
2012-11-29,0.093,0.256
2012-11-30,0.093,0.248
2012-12-03,0.095,0.252
2012-12-04,0.093,0.244
2012-12-05,0.093,0.24
2012-12-06,0.093,0.24
2012-12-07,0.095,0.24
2012-12-10,0.093,0.236
2012-12-11,0.093,0.24
2012-12-12,0.093,0.244
2012-12-13,0.095,0.252
2012-12-14,0.093,0.236
2012-12-17,0.093,0.252
2012-12-18,0.095,0.28
2012-12-19,0.093,0.276
2012-12-20,0.093,0.272
2012-12-21,0.093,0.268
2012-12-24,,0.268
2012-12-25,0.093,
2012-12-26,0.093,0.268
2012-12-27,0.093,0.264
2012-12-28,0.093,0.248
2012-12-31,,0.249
2013-01-02,,0.257
2013-01-03,,0.269
2013-01-04,0.093,0.265
2013-01-07,0.093,0.266
2013-01-08,0.093,0.254
2013-01-09,0.093,0.242
2013-01-10,0.093,0.25
2013-01-11,0.08,0.251
2013-01-14,,0.247
2013-01-15,0.076,0.247
2013-01-16,0.073,0.243
2013-01-17,0.073,0.264
2013-01-18,0.073,0.252
2013-01-21,0.068,
2013-01-22,0.067,0.244
2013-01-23,0.073,0.236
2013-01-24,0.08,0.241
2013-01-25,0.077,0.274
2013-01-28,0.073,0.276
2013-01-29,0.073,0.279
2013-01-30,0.073,0.268
2013-01-31,0.07,0.264
2013-02-01,0.07,0.264
2013-02-04,0.101,0.252
2013-02-05,0.043,0.256
2013-02-06,0.043,0.248
2013-02-07,0.028,0.252
2013-02-08,0.025,0.252
2013-02-11,,0.256
2013-02-12,0.02,0.264
2013-02-13,0.021,0.276
2013-02-14,0.059,0.264
2013-02-15,0.02,0.268
2013-02-18,0.036,
2013-02-19,0.026,0.272
2013-02-20,0.038,0.26
2013-02-21,0.038,0.252
2013-02-22,0.037,0.25
2013-02-25,0.038,0.24
2013-02-26,0.038,0.244
2013-02-27,0.037,0.244
2013-02-28,0.043,0.236
2013-03-01,0.045,0.236
2013-03-04,0.043,0.236
2013-03-05,0.04,0.24
2013-03-06,0.041,0.248
2013-03-07,0.038,0.252
2013-03-08,0.045,0.252
2013-03-11,0.041,0.256
2013-03-12,0.047,0.256
2013-03-13,0.058,0.26
2013-03-14,0.042,0.264
2013-03-15,0.042,0.252
2013-03-18,0.038,0.244
2013-03-19,0.058,0.24
2013-03-20,,0.248
2013-03-21,0.058,0.248
2013-03-22,0.058,0.252
2013-03-25,0.038,0.244
2013-03-26,0.038,0.248
2013-03-27,0.036,0.244
2013-03-28,0.037,0.244
2013-03-29,0.047,
2013-04-01,0.057,0.24
2013-04-02,0.06,0.24
2013-04-03,0.063,0.228
2013-04-04,0.066,0.228
2013-04-05,0.087,0.23
2013-04-08,0.09,0.232
2013-04-09,0.107,0.232
2013-04-10,0.125,0.232
2013-04-11,0.119,0.232
2013-04-12,0.123,0.228
2013-04-15,0.131,0.22
2013-04-16,0.128,0.228
2013-04-17,0.128,0.228
2013-04-18,0.13,0.228
2013-04-19,0.126,0.232
2013-04-22,0.124,0.224
2013-04-23,0.12,0.228
2013-04-24,0.118,0.229
2013-04-25,0.118,0.227
2013-04-26,0.118,0.213
2013-04-29,,0.209
2013-04-30,0.123,0.209
2013-05-01,0.117,0.202
2013-05-02,0.113,0.198
2013-05-03,,0.218
2013-05-06,,0.214
2013-05-07,0.11,0.222
2013-05-08,0.108,0.222
2013-05-09,0.108,0.222
2013-05-10,0.112,0.239
2013-05-13,0.111,0.239
2013-05-14,0.133,0.247
2013-05-15,0.135,0.239
2013-05-16,0.127,0.231
2013-05-17,0.128,0.244
2013-05-20,0.128,0.24
2013-05-21,0.128,0.236
2013-05-22,0.123,0.248
2013-05-23,0.133,0.249
2013-05-24,0.123,0.249
2013-05-27,0.12,
2013-05-28,0.127,0.29
2013-05-29,0.141,0.295
2013-05-30,0.145,0.295
2013-05-31,0.141,0.295
2013-06-03,0.131,0.293
2013-06-04,0.127,0.299
2013-06-05,0.118,0.288
2013-06-06,0.121,0.29
2013-06-07,0.12,0.304
2013-06-10,0.127,0.312
2013-06-11,0.128,0.324
2013-06-12,0.123,0.328
2013-06-13,0.132,0.284
2013-06-14,0.126,0.272
2013-06-17,0.124,0.264
2013-06-18,0.125,0.264
2013-06-19,0.125,0.308
2013-06-20,0.131,0.329
2013-06-21,0.131,0.37
2013-06-24,0.132,0.386
2013-06-25,0.134,0.407
2013-06-26,0.14,0.381
2013-06-27,0.134,0.353
2013-06-28,0.127,0.357
2013-07-01,0.142,0.353
2013-07-02,0.138,0.349
2013-07-03,0.135,0.365
2013-07-04,0.135,
2013-07-05,0.133,0.397
2013-07-08,0.133,0.361
2013-07-09,0.128,0.369
2013-07-10,0.132,0.353
2013-07-11,0.128,0.331
2013-07-12,0.127,0.341
2013-07-15,,0.329
2013-07-16,0.127,0.325
2013-07-17,0.123,0.301
2013-07-18,0.127,0.305
2013-07-19,0.123,0.3
2013-07-22,0.127,0.304
2013-07-23,0.127,0.308
2013-07-24,0.127,0.35
2013-07-25,0.125,0.323
2013-07-26,0.125,0.315
2013-07-29,0.127,0.319
2013-07-30,0.112,0.315
2013-07-31,0.112,0.311
2013-08-01,0.118,0.327
2013-08-02,0.116,0.299
2013-08-05,0.11,0.303
2013-08-06,0.112,0.307
2013-08-07,0.107,0.304
2013-08-08,0.108,0.304
2013-08-09,0.106,0.304
2013-08-12,0.105,0.308
2013-08-13,0.107,0.332
2013-08-14,0.107,0.328
2013-08-15,0.107,0.348
2013-08-16,0.102,0.341
2013-08-19,0.106,0.353
2013-08-20,0.105,0.341
2013-08-21,0.11,0.369
2013-08-22,0.107,0.39
2013-08-23,0.113,0.378
2013-08-26,0.107,0.366
2013-08-27,0.109,0.358
2013-08-28,0.108,0.397
2013-08-29,0.11,0.397
2013-08-30,0.103,0.401
2013-09-02,0.11,
2013-09-03,0.112,0.416
2013-09-04,0.11,0.472
2013-09-05,0.111,0.52
2013-09-06,0.11,0.457
2013-09-09,0.109,0.445
2013-09-10,0.112,0.473
2013-09-11,0.11,0.445
2013-09-12,0.113,0.445
2013-09-13,0.11,0.433
2013-09-16,,0.389
2013-09-17,0.112,0.373
2013-09-18,0.11,0.323
2013-09-19,0.107,0.337
2013-09-20,0.096,0.332
2013-09-23,,0.332
2013-09-24,0.087,0.328
2013-09-25,0.089,0.342
2013-09-26,0.095,0.342
2013-09-27,0.093,0.334
2013-09-30,0.103,0.319
2013-10-01,0.102,0.331
2013-10-02,0.096,0.319
2013-10-03,0.095,0.311
2013-10-04,0.094,0.331
2013-10-07,0.095,0.343
2013-10-08,0.095,0.383
2013-10-09,0.092,0.359
2013-10-10,0.1,0.344
2013-10-11,0.099,0.352
2013-10-15,0.097,0.356
2013-10-16,0.09,0.332
2013-10-17,0.092,0.312
2013-10-18,0.104,0.313
2013-10-21,0.098,0.313
2013-10-22,0.095,0.292
2013-10-23,0.096,0.309
2013-10-24,0.105,0.305
2013-10-25,0.097,0.301
2013-10-28,0.097,0.305
2013-10-29,0.101,0.315
2013-10-30,0.091,0.315
2013-10-31,0.093,0.307
2013-11-01,0.093,0.311
2013-11-04,,0.303
2013-11-05,0.1,0.303
2013-11-06,0.093,0.292
2013-11-07,0.089,0.284
2013-11-08,0.089,0.312
2013-11-11,0.087,
2013-11-12,0.087,0.328
2013-11-13,0.088,0.3
2013-11-14,0.092,0.292
2013-11-15,0.087,0.292
2013-11-18,0.087,0.28
2013-11-19,0.087,0.288
2013-11-20,0.092,0.276
2013-11-21,0.089,0.272
2013-11-22,0.097,0.28
2013-11-25,0.096,0.28
2013-11-26,0.088,0.291
2013-11-27,0.09,0.287
2013-11-28,0.085,
2013-11-29,0.084,0.283
2013-12-02,0.082,0.287
2013-12-03,0.078,0.287
2013-12-04,0.08,0.291
2013-12-05,0.08,0.303
2013-12-06,0.081,0.304
2013-12-09,0.081,0.3
2013-12-10,0.083,0.3
2013-12-11,0.084,0.308
2013-12-12,0.092,0.324
2013-12-13,0.093,0.326
2013-12-16,0.092,0.332
2013-12-17,0.092,0.32
2013-12-18,0.093,0.334
2013-12-19,0.091,0.366
2013-12-20,0.089,0.378
2013-12-23,,0.385
2013-12-24,0.093,0.397
2013-12-25,0.093,
2013-12-26,0.093,0.409
2013-12-27,0.085,0.389
2013-12-30,0.089,0.381
2013-12-31,,0.382
2014-01-02,,0.382
2014-01-03,,0.398
2014-01-06,0.087,0.395
2014-01-07,0.086,0.393
2014-01-08,0.089,0.427
2014-01-09,0.088,0.431
2014-01-10,0.098,0.372
2014-01-13,,0.358
2014-01-14,0.083,0.38
2014-01-15,0.084,0.392
2014-01-16,0.084,0.385
2014-01-17,0.083,0.373
2014-01-20,0.083,
2014-01-21,0.093,0.377
2014-01-22,0.082,0.402
2014-01-23,0.083,0.362
2014-01-24,0.093,0.338
2014-01-27,0.093,0.342
2014-01-28,0.092,0.342
2014-01-29,0.09,0.353
2014-01-30,0.083,0.346
2014-01-31,,0.33
2014-02-03,0.078,0.296
2014-02-04,0.081,0.314
2014-02-05,0.078,0.314
2014-02-06,0.081,0.322
2014-02-07,0.072,0.305
2014-02-10,0.066,0.309
2014-02-11,,0.333
2014-02-12,0.067,0.341
2014-02-13,0.07,0.313
2014-02-14,0.068,0.313
2014-02-17,0.065,
2014-02-18,0.073,0.301
2014-02-19,0.077,0.317
2014-02-20,0.073,0.32
2014-02-21,0.072,0.316
2014-02-24,0.071,0.32
2014-02-25,0.073,0.316
2014-02-26,0.073,0.326
2014-02-27,0.07,0.323
2014-02-28,0.069,0.319
2014-03-03,0.068,0.303
2014-03-04,0.071,0.335
2014-03-05,0.07,0.335
2014-03-06,0.072,0.343
2014-03-07,0.07,0.371
2014-03-10,0.072,0.368
2014-03-11,0.069,0.372
2014-03-12,0.074,0.364
2014-03-13,0.082,0.34
2014-03-14,0.087,0.344
2014-03-17,0.078,0.361
2014-03-18,0.075,0.349
2014-03-19,0.07,0.422
2014-03-20,0.067,0.422
2014-03-21,,0.427
2014-03-24,0.072,0.435
2014-03-25,0.072,0.427
2014-03-26,0.073,0.444
2014-03-27,0.075,0.448
2014-03-28,,0.452
2014-03-31,0.086,0.42
2014-04-01,0.079,0.432
2014-04-02,0.078,0.456
2014-04-03,0.08,0.456
2014-04-04,0.08,0.413
2014-04-07,0.083,0.397
2014-04-08,0.08,0.397
2014-04-09,0.08,0.365
2014-04-10,0.075,0.353
2014-04-11,0.078,0.357
2014-04-14,0.085,0.369
2014-04-15,0.085,0.369
2014-04-16,0.085,0.369
2014-04-17,0.086,0.397
2014-04-18,0.083,
2014-04-21,0.083,0.393
2014-04-22,0.087,0.401
2014-04-23,0.085,0.444
2014-04-24,0.085,0.44
2014-04-25,0.085,0.432
2014-04-28,0.085,0.434
2014-04-29,,0.44
2014-04-30,0.087,0.412
2014-05-01,0.085,0.408
2014-05-02,0.085,0.424
2014-05-05,,0.421
2014-05-06,,0.425
2014-05-07,0.085,0.401
2014-05-08,0.083,0.389
2014-05-09,0.08,0.385
2014-05-12,0.084,0.397
2014-05-13,0.08,0.381
2014-05-14,0.08,0.369
2014-05-15,0.08,0.353
2014-05-16,0.08,0.361
2014-05-19,0.08,0.345
2014-05-20,0.078,0.337
2014-05-21,0.078,0.341
2014-05-22,0.08,0.345
2014-05-23,0.078,0.344
2014-05-26,0.078,
2014-05-27,0.082,0.346
2014-05-28,0.085,0.367
2014-05-29,0.083,0.377
2014-05-30,0.085,0.375
2014-06-02,0.085,0.389
2014-06-03,0.085,0.401
2014-06-04,0.085,0.393
2014-06-05,0.085,0.381
2014-06-06,0.083,0.401
2014-06-09,0.086,0.421
2014-06-10,0.081,0.441
2014-06-11,0.08,0.433
2014-06-12,0.083,0.439
2014-06-13,0.08,0.451
2014-06-16,0.079,0.47
2014-06-17,0.078,0.482
2014-06-18,0.08,0.446
2014-06-19,0.08,0.45
2014-06-20,0.08,0.458
2014-06-23,0.079,0.466
2014-06-24,0.08,0.458
2014-06-25,0.083,0.482
2014-06-26,0.08,0.465
2014-06-27,0.077,0.463
2014-06-30,0.068,0.459
2014-07-01,0.064,0.467
2014-07-02,0.067,0.482
2014-07-03,0.069,0.508
2014-07-04,0.068,
2014-07-07,0.067,0.514
2014-07-08,0.056,0.506
2014-07-09,0.057,0.478
2014-07-10,0.057,0.456
2014-07-11,0.06,0.45
2014-07-14,0.057,0.462
2014-07-15,0.057,0.478
2014-07-16,0.057,0.486
2014-07-17,0.057,0.446
2014-07-18,0.057,0.48
2014-07-21,,0.492
2014-07-22,0.062,0.474
2014-07-23,0.062,0.47
2014-07-24,0.062,0.494
2014-07-25,0.065,0.49
2014-07-28,0.068,0.502
2014-07-29,0.062,0.541
2014-07-30,0.066,0.557
2014-07-31,0.062,0.53
2014-08-01,0.064,0.474
2014-08-04,0.066,0.466
2014-08-05,0.064,0.464
2014-08-06,0.061,0.458
2014-08-07,0.064,0.431
2014-08-08,0.058,0.446
2014-08-11,0.062,0.442
2014-08-12,0.061,0.434
2014-08-13,0.065,0.414
2014-08-14,0.062,0.418
2014-08-15,0.065,0.409
2014-08-18,0.066,0.417
2014-08-19,0.064,0.429
2014-08-20,0.07,0.474
2014-08-21,0.071,0.47
2014-08-22,0.073,0.494
2014-08-25,0.072,0.502
2014-08-26,0.073,0.494
2014-08-27,0.071,0.514
2014-08-28,0.066,0.502
2014-08-29,0.07,0.49
2014-09-01,0.074,
2014-09-02,0.069,0.526
2014-09-03,0.071,0.518
2014-09-04,0.073,0.534
2014-09-05,0.07,0.51
